לאותת;אות;verb;пиэль;подавать знак, сигнализировать
לאזכר;אזכר;verb;пиэль;упомянуть, сослаться
לאזול;אזל;verb;пааль;кончаться, иссякать, исчезать
להאזין;אזן;verb;hифъиль;слушать , внимать
לאזן;אזן;verb;пиэль;уравновешивать
להתאזן;אזן;verb;hитпаэль;уравновешиваться
לאזוק;אזק;verb;пааль;надеть наручники на коголибо 
להתאזר;אזר;verb;hитпаэль;опоясываться
לאזור;אזר;verb;пааль;опоясывать
לאחד;אחד;verb;пиэль;объединять
להתאחד;אחד;verb;hитпаэль;объединяться
להאחיד;אחד;verb;hифъиль;унифицировать, объединять
לאחוז;אחז;verb;пааль;схватить, держать за 
להיאחז;אחז;verb;нифъаль;держаться за 
לאחות;אחה;verb;пиэль;сшивать объединять 
להתאחות;אחה;verb;hитпаэль;срастаться, заживать  объединяться
לאחל;אחל;verb;пиэль;пожелать , поздравить
לאחסן;אחסן;verb;пиэль;хранить, складировать
לאחר;אחר;verb;пиэль;опоздать, задержаться
להתאחר;אחר;verb;hитпаэль;опаздывать, запаздывать
להאט;אטט;verb;hифъиль;замедлять, замедляться
לאטום;אטם;verb;пааль;закупорить, загерметизировать
להיאטם;אטם;verb;нифъаль;быть заткнутым, закупоренным
לאייד;איד;verb;пиэль;испарять, превращать в пар, выпаривать
לאיים;אים;verb;пиэль;угрожать комулибо 
לאיין;אין;verb;пиэль;ликвидировать, уничтожить
לאייר;איר;verb;пиэль;иллюстрировать
לאייש;איש;verb;пиэль;укомплектовать персоналом
לאיית;אית;verb;пиэль;произнести по буквам
לאכזב;אכזב;verb;пиэль;разочаровать
להתאכזב;אכזב;verb;hитпаэль;разочаровываться
להתאכזר;אכזר;verb;hитпаэль;ожесточаться, относиться к жестокостью 
לאכול;אכל;verb;пааль;есть
להיאכל;אכל;verb;нифъаль;быть съеденным
לאכל;אכל;verb;пиэль;разъедать, травить
להאכיל;אכל;verb;hифъиль;кормить 
לאכלס;אכלס;verb;пиэль;заселять
לאכסן;אכסן;verb;пиэль;временно вселить
להתאכסן;אכסן;verb;hитпаэль;временно поселиться
לאכוף;אכף;verb;пааль;заставлять, принуждать
להיאכף;אכף;verb;нифъаль;быть принужденным
לאלחש;אלחש;verb;пиэль;анестезировать, обезболивать
להיאלם;אלם;verb;нифъаль;онеметь, лишиться дара речи
להתאלמן;אלמן;verb;hитпаэль;овдоветь
לאלף;אלף;verb;пиэль;дрессировать
להיאלץ;אלץ;verb;нифъаль;быть вынужденным
לאלץ;אלץ;verb;пиэль;вынуждать, принуждать
לאלתר;אלתר;verb;пиэль;импровизировать
לאמוד;אמד;verb;пааль;оценивать, прикидывать
להיאמד;אמד;verb;нифъаль;быть оцененным
לאמלל;אמלל;verb;пиэль;огорчить, сделать несчастным
להיאמן;אמן;verb;нифъаль;быть верным 
להאמין;אמן;verb;hифъиль;верить , верить, доверять 
להתאמן;אמן;verb;hитпаэль;тренироваться, упражняться
לאמן;אמן;verb;пиэль;тренировать
לאמץ;אמץ;verb;пиэль;усыновить поддержать, подбодрить
להתאמץ;אמץ;verb;hитпаэль;прилагать усилия
לאמוץ;אמץ;verb;пааль;быть смелым, стойким 
להיאמר;אמר;verb;нифъаль;быть сказанным
להאמיר;אמר;verb;hифъиль;расти, подниматься, увеличиваться
לומר;אמר;verb;пааль;сказать 
לאמת;אמת;verb;пиэль;подтверждать, удостоверять
להתאמת;אמת;verb;hитпаэль;подтверждаться
להיאמר;אמר;verb;нифъаль;быть сказанным
להאמיר;אמר;verb;hифъиль;расти, подниматься, увеличиваться
להיאנח;אנח;verb;нифъаль;вздыхать, стонать
להתאנח;אנח;verb;hитпаэль;стонать
לאנות;אנה;verb;пиэль;вызвать чтолибо 
להתאונן;אנן;verb;hитпаэль;жаловаться, плакаться
לאונן;אנן;verb;пиэль;мастурбировать лениться, околачиваться 
לאנוס;אנס;verb;пааль;изнасиловать
להיאנס;אנס;verb;нифъаль;быть изнасилованным
להיאנק;אנק;verb;нифъаль;стонать от боли
להתאסלם;אסלם;verb;hитпаэль;принимать ислам
להיאסף;אסף;verb;нифъаль;быть собранным, коллекционироваться
להתאסף;אסף;verb;hитпаэль;собраться
לאסוף;אסף;verb;пааль;собирать
להיאסר;אסר;verb;нифъаль;быть заключенным, запрещенным
לאסור;אסר;verb;пааль;запрещать помещать в тюрьму
להיאפות;אפה;verb;нифъаль;быть испеченным
לאפות;אפה;verb;пааль;печь
לאפיין;אפין;verb;пиэль;характеризовать, давать характеристику
להתאפיין;אפין;verb;hитпаэль;характеризоваться
להאפיל;אפל;verb;hифъиль;темнить, скрывать 
לאפנן;אפנן;verb;пиэль;модулировать
לאפוס;אפס;verb;пааль;кончаться, иссякать 
לאפס;אפס;verb;пиэль;обнулять
להתאפס;אפס;verb;hитпаэль;прийти в себя  быть откалиброванным 
לאפוף;אפף;verb;пааль;обволакивать
להתאפק;אפק;verb;hитпаэль;удерживаться, сдерживаться, крепиться
להאפיר;אפר;verb;hифъиль;посереть, стать серым сделать серым
לאפר;אפר;verb;пиэль;гримировать
להתאפר;אפר;verb;hитпаэль;гримироваться
להתאפשר;אפשר;verb;hитпаэль;стать возможным
לאפשר;אפשר;verb;пиэль;предоставлять возможность, делать возможным
להאציל;אצל;verb;hифъиль;передавать полномочия
לאצור;אצר;verb;пааль;собирать, держать, запасать
להתאקלם;אקלם;verb;hитпаэль;акклиматизироваться
לארוב;ארב;verb;пааль;устроить засаду комул 
לארוג;ארג;verb;пааль;ткать
להיארג;ארג;verb;нифъаль;быть сотканным
לארגן;ארגן;verb;пиэль;организовывать
להתארגן;ארגן;verb;hитпаэль;быть организованным
לארוז;ארז;verb;пааль;упаковывать, связывать
להיארז;ארז;verb;нифъаль;быть упакованным
לארח;ארח;verb;пиэль;принимать гостей
להתארח;ארח;verb;hитпаэль;быть в гостях
לארות;ארה;verb;пааль;собирать  
לארוך;ארך;verb;пааль;длиться
להאריך;ארך;verb;hифъиль;продлевать, удлинять
להתארך;ארך;verb;hитпаэль;удлиняться, длиться
להתארס;ארס;verb;hитпаэль;обручиться, совершить помолвку
לארס;ארס;verb;пиэль;помолвить, обручить
לארע;ארע;verb;пиэль;случаться, происходить
להאריק;ארק;verb;hифъиль;заземлить
לארר;ארר;verb;пиэль;проклинать 
לאור;ארר;verb;пааль;проклинать 
להאשים;אשם;verb;hифъиль;обвинять
להיאשם;אשם;verb;нифъаль;быть обвиняемым 
לאשום;אשם;verb;пааль;грешить, быть виновным 
לאשפז;אשפז;verb;пиэль;госпитализировать
להתאשפז;אשפז;verb;hитпаэль;лечь в больницу
לאשר;אשר;verb;пиэль;подтверждать, утверждать, санкционировать
להתאושש;אשש;verb;hитпаэль;восстановиться, воспрянуть
לאושש;אשש;verb;пиэль;подбадривать, приводить в чувство
לאשש;אשש;verb;пиэль;придать силы, укрепить обосновать
להתאושש;אשש;verb;hитпаэль;прийти в себя, приободриться
לאתגר;אתגר;verb;пиэль;бросать вызов 
לאתחל;אתחל;verb;пиэль;перезагрузить, запустить 
לאתר;אתר;verb;пиэль;найти, обнаружить, установить местоположение
לבאס;באס;verb;пиэль;расстроить, раздосадовать 
להתבאס;באס;verb;hитпаэль;быть расстроенным, раздосадованным 
לבאר;באר;verb;пиэль;объяснять, истолковывать
להתבאר;באר;verb;hитпаэль;проясниться, стать понятным
לבאוש;באש;verb;пааль;гнить, испускать зловоние 
להיבגד;בגד;verb;нифъаль;быть обманутым, преданным
לבגוד;בגד;verb;пааль;изменять, предавать 
להתבגר;בגר;verb;hитпаэль;возмужать, взрослеть
לבגור;בגר;verb;пааль;повзрослеть, стать взрослым
לבדוא;בדא;verb;пааль;выдумывать
לבודד;בדד;verb;пиэль;обособлять, изолировать
להתבודד;בדד;verb;hитпаэль;уединяться
לבדד;בדד;verb;пиэль;изолировать 
לבדח;בדח;verb;пиэль;развлекать
להתבדח;בדח;verb;hитпаэль;шутить, веселиться
לבדות;בדה;verb;пааль;выдумывать
להיבדות;בדה;verb;нифъаль;быть выдуманным
לבדות;בדה;verb;пиэль;выдумывать 
להיבדל;בדל;verb;нифъаль;быть отделенным, отличаться
להבדיל;בדל;verb;hифъиль;разделять, различать
לבדל;בדל;verb;пиэль;изолировать, отделять
להתבדל;בדל;verb;hитпаэль;отличаться держаться в стороне
לבדוק;בדק;verb;пааль;проверять
להיבדק;בדק;verb;нифъаль;проверяться, обследоваться
לבדר;בדר;verb;пиэль;развлекать, смешить
להתבדר;בדר;verb;hитпаэль;развлекаться
לבהות;בהה;verb;пааль;уставиться, смотреть  
להיבהל;בהל;verb;нифъаль;пугаться, паниковать
להבהיל;בהל;verb;hифъиль;спугнуть, испугать
להבהיל;בהל;verb;hифъиль;срочно доставить 
לבהול;בהל;verb;пааль;пугаться 
לבהוק;בהק;verb;пааль;блестеть
להבהיק;בהק;verb;hифъиль;сиять, сверкать
להתבהר;בהר;verb;hитпаэль;проясниться, выясниться
להבהיר;בהר;verb;hифъиль;объяснять, прояснять
לבוא;בוא;verb;пааль;приходить
להביא;בוא;verb;hифъиль;приводить, приносить
לבוז;בוז;verb;пааль;презирать коголибо 
להביך;בוך;verb;hифъиль;смущать, запутывать
להיבוך;בוך;verb;нифъаль;быть смущенным, смутиться
להתבוסס;בוס;verb;hитпаэль;валяться 
להביס;בוס;verb;hифъиль;наносить поражение
לבושש;בוש;verb;пиэль;опаздывать, задерживаться
לבוש;בוש;verb;пааль;стыдиться
לבזבז;בזבז;verb;пиэль;растрачивать
להתבזבז;בזבז;verb;hитпаэль;растрачиваться, тратиться
לבזוז;בזז;verb;пааль;грабить, мародерствовать
לבזות;בזה;verb;пиэль;оскорблять, унижать
להתבזות;בזה;verb;hитпаэль;унижаться, позориться
לבזוק;בזק;verb;пааль;разбрызгивать, насыпать
להבזיק;בזק;verb;hифъиль;сверкнуть, блеснуть
לבזר;בזר;verb;пиэль;распылять, децентрализовать
לבחול;בחל;verb;пааль;испытывать отвращение к 
להבחיל;בחל;verb;hифъиль;вызывать отвращение, пугать
לבחון;בחן;verb;пааль;проверять, экзаменовать
להבחין;בחן;verb;hифъиль;обнаруживать, различать, замечать 
להיבחן;בחן;verb;нифъаль;экзаменоваться
לבחור;בחר;verb;пааль;выбирать
להיבחר;בחר;verb;нифъаль;быть избранным, выбранным
לבחוש;בחש;verb;пааль;размешивать, помешивать, мешать
להתבטא;בטא;verb;hитпаэль;выражаться, высказываться
לבטא;בטא;verb;пиэль;произносить, выражать
לבטוח;בטח;verb;пааль;полагаться, доверять, уповать на чтолибо 
לבטח;בטח;verb;пиэль;страховать
להבטיח;בטח;verb;hифъиль;обещать
לבטל;בטל;verb;пиэль;аннулировать, отменять
להתבטל;בטל;verb;hитпаэль;бездействовать, бездельничать
לבטול;בטל;verb;пааль;прекращаться, исчезать 
להתבטל;בטל;verb;hитпаэль;аннулироваться, отменяться унижаться бездельничать
לבייל;ביל;verb;пиэль;наклеивать марки
לביים;בים;verb;пиэль;ставить спектакль, режиссировать
להבין;בין;verb;hифъиль;понимать
לבונן;בין;verb;пиэль;наблюдать, бдеть
לביין;בין;verb;пиэль;интерполировать 
להתבונן;בין;verb;hитпаэль;смотреть, вглядываться 
לבייץ;ביץ;verb;пиэль;овулировать  добавлять яичный белок 
להתבייש;ביש;verb;hитпаэль;стыдиться
לבייש;ביש;verb;пиэль;стыдить, срамить
להתביית;בית;verb;hитпаэль;одомашниваться, приручаться наводиться на цель 
לביית;בית;verb;пиэль;приручить, одомашнить
לבכות;בכה;verb;пааль;плакать
לבכות;בכה;verb;пиэль;оплакивать
להתבכיין;בכין;verb;hитпаэль;ныть, жаловаться
להבכיר;בכר;verb;hифъиль;рано созревать давать первые плоды рожать впервые
לבלבל;בלבל;verb;пиэль;путать
להתבלבל;בלבל;verb;hитпаэль;запутаться, смутиться
להבליג;בלג;verb;hифъиль;удержаться, сдержаться 
לבלגן;בלגן;verb;пиэль;внести беспорядок 
להבליח;בלח;verb;hифъиль;мелькать
לבלוט;בלט;verb;пааль;быть выпуклым, выпячиваться
להבליט;בלט;verb;hифъиль;выделять, подчеркивать
להתבלט;בלט;verb;hитпаэль;выделяться, выпячиваться
להתבלות;בלה;verb;hитпаэль;ветшать, изнашиваться
לבלות;בלה;verb;пааль;обветшать, износиться
לבלות;בלה;verb;пиэль;тратить, изнашивать хорошо проводить время
להתבולל;בלל;verb;hитпаэль;ассимилироваться
לבלול;בלל;verb;пааль;смешивать, размешивать
להיבלם;בלם;verb;нифъаль;затормаживаться, быть заторможенным
לבלום;בלם;verb;пааль;тормозить, задерживать
לבלוע;בלע;verb;пааль;глотать
להיבלע;בלע;verb;нифъаль;проглатываться, исчезать
לבלף;בלף;verb;пиэль;блефовать, обманывать 
לבלוש;בלש;verb;пааль;расследовать, следить за кемлибо 
לבנות;בנה;verb;пааль;строить
להיבנות;בנה;verb;нифъаль;быть построенным
להבנות;בנה;verb;hифъиль;структурировать
לבסס;בסס;verb;пиэль;базировать, основывать
להתבסס;בסס;verb;hитпаэль;укрепиться, основываться
לבעבע;בעבע;verb;пиэль;пузыриться
לבעוט;בעט;verb;пааль;пинать, лягать
להיבעט;בעט;verb;нифъаль;быть ударенным ногой, получить пинок
להיבעות;בעה;verb;нифъаль;оказаться, открыться 
לבעול;בעל;verb;пааль;вступить в половое сношение с женщиной 
לבעור;בער;verb;пааль;гореть
להבעיר;בער;verb;hифъиль;поджигать
לבער;בער;verb;пиэль;уничтожить, выжечь, зачистить
להיבעת;בעת;verb;нифъаль;ужасаться 
להבעית;בעת;verb;hифъиль;ужаснуть, напугать, перепугать
לבצבץ;בצבץ;verb;пиэль;виднеться, проступать
לבצע;בצע;verb;пиэль;исполнять, выполнять
להתבצע;בצע;verb;hитпаэль;исполняться, выполняться
לבצוע;בצע;verb;пааль;нарезать  
לבצר;בצר;verb;пиэль;укреплять, сооружать укрепления
להתבצר;בצר;verb;hитпаэль;укрепиться, забаррикадироваться
להיבצר;בצר;verb;нифъаль;быть невозможным для 
לבצור;בצר;verb;пааль;собирать 
לבקוע;בקע;verb;пааль;лопнуть, прорезаться
לבקע;בקע;verb;пиэль;рассекать, прорывать
להיבקע;בקע;verb;нифъаль;раскалываться
להתבקע;בקע;verb;hитпаэль;раскалываться, лопаться
להבקיע;בקע;verb;hифъиль;прорываться, проникать, забить гол
לבקר;בקר;verb;пиэль;посещать  критиковать 
לבקש;בקש;verb;пиэль;просить, искать
להתבקש;בקש;verb;hитпаэль;требоваться
לברוא;ברא;verb;пааль;творить, создавать
להיברא;ברא;verb;нифъаль;быть сотворенным
להבריא;ברא;verb;hифъиль;выздоравливать, оздоровлять
לברא;ברא;verb;пиэль;очищать от леса, рубить лес 
לברבר;ברבר;verb;пиэль;трепаться, болтать
להתברבר;ברבר;verb;hитпаэль;запутаться, заблудиться
להבריג;ברג;verb;hифъиль;завинчивать
להתברג;ברג;verb;hитпаэль;ввинчиваться, проникнуть
להבריז;ברז;verb;hифъиль;отлынивать, прогуливать 
לברוח;ברח;verb;пааль;убегать, удирать
להבריח;ברח;verb;hифъиль;переправлять тайком прогонять
להתבריין;ברין;verb;hитпаэль;обижать коголибо 
לברך;ברך;verb;пиэль;благословлять, поздравлять, приветствовать
להתברך;ברך;verb;hитпаэль;быть благословенным
להבריק;ברק;verb;hифъиль;начищать до блеска сверкать
לברוק;ברק;verb;пааль;сиять, сверкать 
לברר;ברר;verb;пиэль;выяснять
להתברר;ברר;verb;hитпаэль;выясняться
לבור;ברר;verb;пааль;выбирать
מוברר;ברר;verb;hуфъаль;быть разъясннным, объясннным
להבריש;ברש;verb;hифъиль;чистить щеткой
לבשול;בשל;verb;пааль;созревать, поспевать
לבשל;בשל;verb;пиэль;варить, готовить
להבשיל;בשל;verb;hифъиль;созревать
להתבשל;בשל;verb;hитпаэль;свариться
לבשם;בשם;verb;пиэль;надушить 
להתבשם;בשם;verb;hитпаэль;надушиться духами
לבשר;בשר;verb;пиэль;извещать, сообщать
להתבשר;בשר;verb;hитпаэль;получить известие
לבתק;בתק;verb;пиэль;разрубать протыкать
לבתר;בתר;verb;пиэль;рассекать, разрезать
לגאות;גאה;verb;пааль;вздыматься
להתגאות;גאה;verb;hитпаэль;гордиться чемлибо 
לגאול;גאל;verb;пааль;спасать, избавлять
להיגאל;גאל;verb;нифъаль;спастись, освободиться
לגבב;גבב;verb;пиэль;сгребать, нагромождать
לגבוה;גבה;verb;пааль;быть высоким, возвышаться
להגביה;גבה;verb;hифъиль;поднимать, повышать
לגבות;גבה;verb;пааль;взимать деньги, плату
לגבות;גבה;verb;пиэль;оказывать поддержку, делать резервную копию
להיגבות;גבה;verb;нифъаль;быть взысканным
להגביל;גבל;verb;hифъиль;ограничивать
לגבול;גבל;verb;пааль;граничить с 
לגבל;גבל;verb;пиэль;замешивать, перемешивать 
לגבס;גבס;verb;пиэль;загипсовать
לגבור;גבר;verb;пааль;усиливаться пересилить коголибо 
להגביר;גבר;verb;hифъиль;усиливать
להתגבר;גבר;verb;hитпаэль;превозмогать, преодолевать 
לגבש;גבש;verb;пиэль;кристаллизовать, сплотить
להתגבש;גבש;verb;hитпаэль;кристаллизоваться, сплотиться
לגגל;גגל;verb;пиэль;искать в , гуглить 
להתגודד;גדד;verb;hитпаэль;толпиться, собираться группами
לגדוד;גדד;verb;пааль;собирать 
להגדיל;גדל;verb;hифъиль;увеличивать
לגדול;גדל;verb;пааль;расти, увеличиваться
לגדל;גדל;verb;пиэль;растить
לגדום;גדם;verb;пааль;отрубать, отрезать
להיגדם;גדם;verb;нифъаль;быть обрезанным, укороченным
לגדוע;גדע;verb;пааль;срубать, отрубить
לגדף;גדף;verb;пиэль;бранить, оскорблять
לגדר;גדר;verb;пиэль;огораживать
להגדיר;גדר;verb;hифъиль;определять, давать определение
לגדור;גדר;verb;пааль;огораживать 
להתגדר;גדר;verb;hитпаэль;ограничиваться чемлибо  
להגדיש;גדש;verb;hифъиль;переполнить
להגדיש;גדש;verb;hифъиль;переполнять 
לגדוש;גדש;verb;пааль;переполнять, залить
לגהץ;גהץ;verb;пиэль;гладить, утюжить
לגהק;גהק;verb;пиэль;рыгать
לגהור;גהר;verb;пааль;наклоняться, нагибаться падать ниц
להגיב;גוב;verb;hифъиль;реагировать на чтолибо 
להיגוז;גוז;verb;нифъаль;исчезнуть, улетучиться 
לגוון;גון;verb;пиэль;разнообразить, придавать оттенки
לגווע;גוע;verb;пааль;испускать дух, умирать
להגיף;גוף;verb;hифъиль;закрыть, запереть 
לגור;גור;verb;пааль;жить , проживать
להתגורר;גור;verb;hитпаэль;жить , проживать, обитать
לגזוז;גזז;verb;пааль;стричь, состригать
להיגזז;גזז;verb;нифъаль;быть состриженным
לגזול;גזל;verb;пааль;насильственно лишать, отнимать
להיגזל;גזל;verb;нифъаль;быть отнятым, отобранным
לגזום;גזם;verb;пааль;подстригать ветки, траву
להיגזם;גזם;verb;нифъаль;быть подстриженным 
להגזים;גזם;verb;hифъиль;преувеличивать
להיגזר;גזר;verb;нифъаль;быть отрезанным, установленным
לגזור;גזר;verb;пааль;отрезать, вырезать приговорить
לגחוך;גחך;verb;пааль;усмехаться, ухмыляться 
לגחך;גחך;verb;пиэль;усмехаться, ухмыляться
להגחיך;גחך;verb;hифъиль;выставить на посмешище
לגחול;גחל;verb;пааль;гореть 
לגחון;גחן;verb;пааль;согнуться, накрениться
להגיח;גיח;verb;hифъиль;примчаться, внезапно выскочить
לגיח;גיח;verb;пааль;выскочить, внезапно появиться 
לגיל;גיל;verb;пааль;радоваться
לגייס;גיס;verb;пиэль;мобилизовать, привлечь 
להתגייס;גיס;verb;hитпаэль;мобилизоваться
לגייר;גיר;verb;пиэль;обращать в иудаизм
להתגייר;גיר;verb;hитпаэль;принять иудаизм
לגלגל;גלגל;verb;пиэль;катить, перекатывать
להתגלגל;גלגל;verb;hитпаэль;катиться, перекатываться
להגליד;גלד;verb;hифъиль;зарубцовываться, затягиваться 
לגלח;גלח;verb;пиэль;брить
להתגלח;גלח;verb;hитпаэль;бриться
לגלות;גלה;verb;пиэль;открывать, обнаруживать
לגלות;גלה;verb;пааль;уехать на чужбину
להיגלות;גלה;verb;нифъаль;раскрываться, обнаруживаться
להגלות;גלה;verb;hифъиль;изгонять, депортировать
להתגלות;גלה;verb;hитпаэль;обнаруживаться, появляться
לגולל;גלל;verb;пиэль;развертывать, рассказывать в подробностях
להתגולל;גלל;verb;hитпаэль;валяться, катиться
לגלול;גלל;verb;пааль;скатывать, свертывать
להיגול;גלל;verb;нифъаль;катиться  раскрыться 
לגלם;גלם;verb;пиэль;воплощать
להתגלם;גלם;verb;hитпаэль;воплощаться окуклиться 
להתגלע;גלע;verb;hитпаэль;прорваться, вспыхнуть 
לגלף;גלף;verb;пиэль;гравировать
לגלוש;גלש;verb;пааль;скользить, кататься на лыжах
להתגלש;גלש;verb;hитпаэль;скользить 
לגמוא;גמא;verb;пааль;заглатывать , хлебать
לגמגם;גמגם;verb;пиэль;заикаться, бормотать
לגמד;גמד;verb;пиэль;преуменьшить, укоротить
להתגמד;גמד;verb;hитпаэль;становиться незначительным
להיגמל;גמל;verb;нифъаль;отвыкнуть, отучиться, излечиться
לגמול;גמל;verb;пааль;возместить, отдать, отплатить
לגמור;גמר;verb;пааль;кончать, завершать
להיגמר;גמר;verb;нифъаль;кончаться
להגמיש;גמש;verb;hифъиль;сделать более гибким смягчить
לגנוב;גנב;verb;пааль;красть, воровать
להיגנב;גנב;verb;нифъаль;быть украденным
להגניב;גנב;verb;hифъиль;скрытно внести, ввести, подбросить
להתגנב;גנב;verb;hитпаэль;прокрасться, подкрасться
לגנדר;גנדר;verb;пиэль;разукрашивать
להתגנדר;גנדר;verb;hитпаэль;украшаться, франтить, щеголять
להיגנז;גנז;verb;нифъаль;быть скрытым быть аннулированным
לגנוז;גנז;verb;пааль;укрывать, скрывать
לגנוח;גנח;verb;пааль;стонать
לגנות;גנה;verb;пиэль;осуждать, клеймить, порицать
לגונן;גנן;verb;пиэль;защищать
להתגונן;גנן;verb;hитпаэль;защищаться
להגן;גנן;verb;hифъиль;защищать
לגון;גנן;verb;пааль;защищать  
לגנן;גנן;verb;пиэль;ухаживать за садом 
לגסוס;גסס;verb;пааль;агонизировать, умирать
לגעגע;געגע;verb;пиэль;гоготать 
להתגעגע;געגע;verb;hитпаэль;тосковать по 
לגעות;געה;verb;пааль;мычать, реветь
להגעיל;געל;verb;hифъиль;вызывать отвращение
לגעול;געל;verb;пааль;гнушаться, чувствовать отвращение 
לגעור;גער;verb;пааль;накричать, упрекнуть, одернуть 
לגעוש;געש;verb;пааль;бушевать
לגפף;גפף;verb;пиэль;обнимать, тискать
לגרוב;גרב;verb;пааль;надевать 
לגרגר;גרגר;verb;пиэль;хрипеть, клокотать
לגרד;גרד;verb;пиэль;чесать, чесаться, скрести
להתגרד;גרד;verb;hитпаэль;почесываться, чесаться
לגרות;גרה;verb;пиэль;дразнить, возбуждать
להתגרות;גרה;verb;hитпаэль;задираться, вести себя вызывающе с кемлибо 
להגריל;גרל;verb;hифъиль;бросать жребий, разыгрывать чтолибо 
להיגרם;גרם;verb;нифъаль;быть вызванным, причиненным
לגרום;גרם;verb;пааль;вызывать, повлечь
להיגרס;גרס;verb;нифъаль;быть измельченным, истолченным
לגרוס;גרס;verb;пааль;предполагать  дробить, толочь 
לגרוע;גרע;verb;пааль;урезать, убавлять
להיגרע;גרע;verb;нифъаль;быть убавленным, урезанным
לגרוף;גרף;verb;пааль;загребать, сгребать
להיגרף;גרף;verb;нифъаль;быть забранным, собранным
לגרף;גרף;verb;пиэль;сгребать, выгребать
להיגרר;גרר;verb;нифъаль;тащиться, быть вовлеченным
לגרר;גרר;verb;пиэль;тереть  
לגרור;גרר;verb;пааль;тащить, тянуть, буксировать
לגרש;גרש;verb;пиэль;изгонять, прогонять
להתגרש;גרש;verb;hитпаэль;развестись с кемлибо 
להגשים;גשם;verb;hифъиль;воплощать, осуществлять
להתגשם;גשם;verb;hитпаэль;воплощаться, осуществляться
לגשר;גשר;verb;пиэль;соединять, быть посредником 
לגשור;גשר;verb;пааль;построить мост 
לגשש;גשש;verb;пиэль;нащупывать, искать ощупью
להתגושש;גשש;verb;hитпаэль;бороться
לדאוב;דאב;verb;пааль;скорбеть, огорчаться
לדאוג;דאג;verb;пааль;беспокоиться, заботиться о комлибо 
להדאיג;דאג;verb;hифъиль;беспокоить
לדאות;דאה;verb;пааль;парить, планировать 
לדובב;דבב;verb;пиэль;разговорить, побудить говорить
לדבב;דבב;verb;пиэль;дублировать, переводить 
לדבוב;דבב;verb;пааль;бормотать 
לדבלל;דבלל;verb;пиэль;растрепать
לדבוק;דבק;verb;пааль;прилипать, быть приверженным
להידבק;דבק;verb;нифъаль;приклеиваться заражаться
להדביק;דבק;verb;hифъиль;приклеить, прилепить
לדבר;דבר;verb;пиэль;говорить
להדביר;דבר;verb;hифъиль;морить, ликвидировать 
להידבר;דבר;verb;нифъаль;договориться, сговориться
להידבר;דבר;verb;hитпаэль;обсуждать, участвовать в дискуссии
לדגדג;דגדג;verb;пиэль;щекотать
לדגול;דגל;verb;пааль;придерживаться, поддерживать 
להדגים;דגם;verb;hифъиль;демонстрировать, приводить пример
לדגום;דגם;verb;пааль;делать выборку 
לדגור;דגר;verb;пааль;высиживать яйца, корпеть 
להדגיש;דגש;verb;hифъиль;подчеркивать, ставить ударение
